City,DIVISION NUMBER,DIVISION NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL ACCREDITATION RATING,ENGLISH,ENGLISH STATUS,MATHEMATICS,MATHEMATICS STATUS,HISTORY,HISTORY STATUS,SCIENCE,SCIENCE STATUS,GCI,GCI Status
,29,Fairfax County,1270,Edison High,Fully Accredited,93,Meets Benchmark,72,Meets Benchmark,89,Meets Benchmark,83,Meets Benchmark,96,Meets Benchmark
,29,Fairfax County,190,Fairfax County Adult High,Fully Accredited,85,Meets Benchmark,100,Meets Benchmark,75,Meets Benchmark,85,Meets Benchmark,42,Warned
,29,Fairfax County,20,Fairfax High,Fully Accredited,94,Meets Benchmark,82,Meets Benchmark,95,Meets Benchmark,92,Meets Benchmark,95,Meets Benchmark
,29,Fairfax County,1480,Fairfax Villa Elementary,Fully Accredited,83,Meets Benchmark,85,Meets Benchmark,95,Meets Benchmark,90,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,1630,Fairhill Elementary,Fully Accredited,92,Meets Benchmark,95,Meets Benchmark,95,Meets Benchmark,94,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,290,Fairview Elementary,Fully Accredited,86,Meets Benchmark,87,Meets Benchmark,91,Meets Benchmark,81,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,1100,Falls Church High,Fully Accredited,87,Meets Benchmark,77,Meets Benchmark,91,Meets Benchmark,82,Meets Benchmark,89,Meets Benchmark
,29,Fairfax County,730,Flint Hill Elementary,Fully Accredited,89,Meets Benchmark,92,Meets Benchmark,96,Meets Benchmark,96,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,740,Floris Elementary,Fully Accredited,94,Meets Benchmark,97,Meets Benchmark,97,Meets Benchmark,96,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,70,Forest Edge Elementary,Fully Accredited,84,Meets Benchmark,83,Meets Benchmark,90,Meets Benchmark,86,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,1450,Forestdale Elementary,Accredited with Warning,77,Meets Benchmark,76,Meets Benchmark,80,Meets Benchmark,63,Warned,-,Does not have a Graduating Class
,29,Fairfax County,370,Forestville Elementary,Fully Accredited,94,Meets Benchmark,92,Meets Benchmark,96,Meets Benchmark,93,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,2224,Fort Belvoir Elementary,Fully Accredited,77,Meets Benchmark,70,Meets Benchmark,82,Meets Benchmark,70,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,1920,Fort Hunt Elementary,Fully Accredited,78,Meets Benchmark,79,Meets Benchmark,86,Meets Benchmark,78,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,390,Fox Mill Elementary,Fully Accredited,87,Meets Benchmark,86,Meets Benchmark,97,Meets Benchmark,92,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,320,Franconia Elementary,Fully Accredited,77,Meets Benchmark,78,Meets Benchmark,96,Meets Benchmark,72,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,440,Franklin Middle,Fully Accredited,88,Meets Benchmark,91,Meets Benchmark,95,Meets Benchmark,90,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,490,Freedom Hill Elementary,Fully Accredited,80,Meets Benchmark,90,Meets Benchmark,86,Meets Benchmark,84,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,1410,Frost Middle,Fully Accredited,90,Meets Benchmark,93,Meets Benchmark,97,Meets Benchmark,91,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,630,Garfield Elementary,Fully Accredited,82,Meets Benchmark,75,Meets Benchmark,88,Meets Benchmark,83,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,1170,Glasgow Middle,Fully Accredited,75,Meets Benchmark,70,Meets Benchmark,77,Meets Benchmark,73,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,970,Glen Forest Elementary,Fully Accredited,80,Meets Benchmark,83,Meets Benchmark,91,Meets Benchmark,70,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,530,Graham Road Elementary,Fully Accredited,80,Meets Benchmark,79,Meets Benchmark,96,Meets Benchmark,80,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,570,Great Falls Elementary,Fully Accredited,95,Meets Benchmark,92,Meets Benchmark,99,Meets Benchmark,94,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,1840,Greenbriar East Elementary,Fully Accredited,88,Meets Benchmark,90,Meets Benchmark,93,Meets Benchmark,87,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,1500,Greenbriar West Elementary,Fully Accredited,95,Meets Benchmark,97,Meets Benchmark,98,Meets Benchmark,97,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,330,Groveton Elementary,Fully Accredited,78,Meets Benchmark,90,Meets Benchmark,86,Meets Benchmark,73,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,690,Gunston Elementary,Fully Accredited,78,Meets Benchmark,76,Meets Benchmark,81,Meets Benchmark,71,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,2210,Halley Elementary,Fully Accredited,78,Meets Benchmark,77,Meets Benchmark,87,Meets Benchmark,75,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,750,Haycock Elementary,Fully Accredited,96,Meets Benchmark,97,Meets Benchmark,97,Meets Benchmark,98,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,1740,Hayfield Elementary,Fully Accredited,81,Meets Benchmark,92,Meets Benchmark,93,Meets Benchmark,87,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,1800,Hayfield Secondary,Fully Accredited,81,Meets Benchmark,70,Meets Benchmark,90,Meets Benchmark,81,Meets Benchmark,96,Meets Benchmark
,29,Fairfax County,1250,Herndon Elementary,Accredited with Warning,79,Meets Benchmark,68,Warned,75,Meets Benchmark,72,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,32,Herndon High,Fully Accredited,91,Meets Benchmark,82,Meets Benchmark,89,Meets Benchmark,85,Meets Benchmark,95,Meets Benchmark
,29,Fairfax County,33,Herndon Middle,Fully Accredited,80,Meets Benchmark,70,Meets Benchmark,83,Meets Benchmark,78,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,1330,Hollin Meadows Elementary,Fully Accredited,82,Meets Benchmark,71,Meets Benchmark,77,Meets Benchmark,71,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,1521,Holmes Middle,Fully Accredited,79,Meets Benchmark,88,Meets Benchmark,88,Meets Benchmark,87,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,350,Hughes Middle,Fully Accredited,80,Meets Benchmark,78,Meets Benchmark,89,Meets Benchmark,82,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,1880,Hunt Valley Elementary,Fully Accredited,88,Meets Benchmark,89,Meets Benchmark,96,Meets Benchmark,94,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,1950,Hunters Woods Elementary School for the Arts and Sciences,Fully Accredited,93,Meets Benchmark,93,Meets Benchmark,94,Meets Benchmark,93,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,1980,Hutchison Elementary,Accredited with Warning,63,Warned,79,Meets Benchmark,75,Meets Benchmark,49,Warned,-,Does not have a Graduating Class
,29,Fairfax County,1420,Hybla Valley Elementary,Fully Accredited,76,Meets Benchmark,86,Meets Benchmark,90,Meets Benchmark,79,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,1120,Irving Middle,Fully Accredited,88,Meets Benchmark,91,Meets Benchmark,98,Meets Benchmark,91,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,2235,Island Creek Elementary,Fully Accredited,79,Meets Benchmark,87,Meets Benchmark,90,Meets Benchmark,83,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,673,Jackson Middle,Fully Accredited,82,Meets Benchmark,90,Meets Benchmark,89,Meets Benchmark,86,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,1240,Keene Mill Elementary,Fully Accredited,96,Meets Benchmark,97,Meets Benchmark,96,Meets Benchmark,93,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,980,Kent Gardens Elementary,Fully Accredited,91,Meets Benchmark,92,Meets Benchmark,96,Meets Benchmark,94,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,1901,Key Center School,Fully Accredited,93,Meets Benchmark,89,Meets Benchmark,94,Meets Benchmark,90,Meets Benchmark,91,Meets Benchmark
,29,Fairfax County,1900,Key Middle,Fully Accredited,75,Meets Benchmark,85,Meets Benchmark,92,Meets Benchmark,76,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,1761,Kilmer Center,Fully Accredited,63,Warned,71,Meets Benchmark,66,Warned,44,Warned,<,Meets Benchmark
,29,Fairfax County,1760,Kilmer Middle,Fully Accredited,92,Meets Benchmark,90,Meets Benchmark,97,Meets Benchmark,93,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,1890,Kings Glen Elementary,Fully Accredited,83,Meets Benchmark,92,Meets Benchmark,95,Meets Benchmark,84,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,1440,Kings Park Elementary,Fully Accredited,81,Meets Benchmark,76,Meets Benchmark,97,Meets Benchmark,92,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,1570,Lake Anne Elementary,Fully Accredited,86,Meets Benchmark,87,Meets Benchmark,97,Meets Benchmark,78,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,90,Lake Braddock Secondary,Fully Accredited,90,Meets Benchmark,85,Meets Benchmark,95,Meets Benchmark,90,Meets Benchmark,97,Meets Benchmark
,29,Fairfax County,2209,Lane Elementary,Fully Accredited,76,Meets Benchmark,78,Meets Benchmark,88,Meets Benchmark,72,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,1460,Langley High,Fully Accredited,98,Meets Benchmark,92,Meets Benchmark,97,Meets Benchmark,97,Meets Benchmark,99,Meets Benchmark
,29,Fairfax County,1110,Lanier Middle,Fully Accredited,84,Meets Benchmark,83,Meets Benchmark,95,Meets Benchmark,85,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,2348,Laurel Hill Elementary,Fully Accredited,83,Meets Benchmark,86,Meets Benchmark,91,Meets Benchmark,83,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,1970,Laurel Ridge Elementary,Fully Accredited,90,Meets Benchmark,92,Meets Benchmark,96,Meets Benchmark,88,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,1020,Lee High,Fully Accredited,88,Meets Benchmark,71,Meets Benchmark,84,Meets Benchmark,73,Meets Benchmark,89,Meets Benchmark
,29,Fairfax County,1850,Lees Corner Elementary,Fully Accredited,90,Meets Benchmark,92,Meets Benchmark,94,Meets Benchmark,89,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,770,Lemon Road Elementary,Fully Accredited,93,Meets Benchmark,95,Meets Benchmark,98,Meets Benchmark,96,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,2233,Liberty Middle,Fully Accredited,87,Meets Benchmark,93,Meets Benchmark,93,Meets Benchmark,92,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,1400,Little Run Elementary,Fully Accredited,85,Meets Benchmark,88,Meets Benchmark,91,Meets Benchmark,96,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,1830,London Towne Elementary,Fully Accredited,81,Meets Benchmark,91,Meets Benchmark,92,Meets Benchmark,78,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,1150,Longfellow Middle,Fully Accredited,95,Meets Benchmark,94,Meets Benchmark,98,Meets Benchmark,95,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,2236,Lorton Station Elementary,Fully Accredited,83,Meets Benchmark,87,Meets Benchmark,89,Meets Benchmark,79,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,890,Lynbrook Elementary,Accredited with Warning,78,Meets Benchmark,71,Meets Benchmark,84,Meets Benchmark,57,Warned,-,Does not have a Graduating Class
,29,Fairfax County,1060,Madison High,Fully Accredited,97,Meets Benchmark,92,Meets Benchmark,96,Meets Benchmark,96,Meets Benchmark,99,Meets Benchmark
,29,Fairfax County,1210,Mantua Elementary,Fully Accredited,90,Meets Benchmark,93,Meets Benchmark,97,Meets Benchmark,94,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,1290,Marshall High,Fully Accredited,98,Meets Benchmark,93,Meets Benchmark,98,Meets Benchmark,97,Meets Benchmark,95,Meets Benchmark
,29,Fairfax County,1200,Marshall Road Elementary,Fully Accredited,86,Meets Benchmark,89,Meets Benchmark,88,Meets Benchmark,82,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,2410,Mason Crest Elementary,Fully Accredited,84,Meets Benchmark,93,Meets Benchmark,96,Meets Benchmark,79,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,790,McLean High,Fully Accredited,97,Meets Benchmark,89,Meets Benchmark,97,Meets Benchmark,93,Meets Benchmark,98,Meets Benchmark
,29,Fairfax County,2231,McNair Elementary,Fully Accredited,86,Meets Benchmark,90,Meets Benchmark,94,Meets Benchmark,85,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,1390,Mosby Woods Elementary,Fully Accredited,94,Meets Benchmark,97,Meets Benchmark,97,Meets Benchmark,94,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,510,Mount Eagle Elementary,Fully Accredited,76,Meets Benchmark,77,Meets Benchmark,72,Meets Benchmark,72,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,420,Mount Vernon High,Accredited with Warning,87,Meets Benchmark,65,Warned,79,Meets Benchmark,71,Meets Benchmark,92,Meets Benchmark
,29,Fairfax County,1640,Mount Vernon Woods Elementary,Accredited with Warning,59,Warned,70,Meets Benchmark,76,Meets Benchmark,71,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,2211,Mountain View Alternative High,Fully Accredited,83,Meets Benchmark,87,Meets Benchmark,85,Meets Benchmark,84,Meets Benchmark,69,Warned
,29,Fairfax County,800,Navy Elementary,Fully Accredited,94,Meets Benchmark,92,Meets Benchmark,98,Meets Benchmark,96,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,470,Newington Forest Elementary,Fully Accredited,76,Meets Benchmark,78,Meets Benchmark,88,Meets Benchmark,84,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,930,North Springfield Elementary,Fully Accredited,78,Meets Benchmark,87,Meets Benchmark,98,Meets Benchmark,80,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,430,Oak Hill Elementary,Fully Accredited,93,Meets Benchmark,92,Meets Benchmark,98,Meets Benchmark,95,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,1860,Oak View Elementary,Fully Accredited,87,Meets Benchmark,88,Meets Benchmark,93,Meets Benchmark,88,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,140,Oakton Elementary,Fully Accredited,92,Meets Benchmark,92,Meets Benchmark,97,Meets Benchmark,90,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,1710,Oakton High,Fully Accredited,94,Meets Benchmark,89,Meets Benchmark,97,Meets Benchmark,97,Meets Benchmark,97,Meets Benchmark
,29,Fairfax County,1650,Olde Creek Elementary,Fully Accredited,79,Meets Benchmark,79,Meets Benchmark,90,Meets Benchmark,80,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,150,Orange Hunt Elementary,Fully Accredited,86,Meets Benchmark,86,Meets Benchmark,96,Meets Benchmark,86,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,1030,Parklawn Elementary,Fully Accredited,82,Meets Benchmark,78,Meets Benchmark,86,Meets Benchmark,72,Meets Benchmark,-,Does not have a Graduating Class
,29,Fairfax County,820,Pine Spring Elementary,Fully Accredited,76,Meets Benchmark,81,Meets Benchmark,87,Meets Benchmark,80,Meets Benchmark,-,Does not have a Graduating Class
